2014-12-18 00:59:38,752 미세 reef.runtime.common.Launcher.main main | Launcher started with user name [puppybit]
2014-12-18 00:59:48,233 보다 미세 TreeTopology.getNodeVersion SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:CtrlSyncBroadcast -  ControllerTask 0
2014-12-18 00:59:48,233 보다 미세 CommunicationGroupDriverImpl.isMsgVersionOk SingleThreadStage<GroupCommMessageStage> | RETURN [true, CommunicationGroup - , [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:CtrlSyncBroadcast]]
2014-12-18 00:59:48,233 보다 미세 CommunicationGroupDriverImpl.queNProcessMsg SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup -  [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:CtrlSyncBroadcast]
2014-12-18 00:59:48,233 가장 미세 reef.io.network.nggroup.impl.driver.CommunicationGroupDriverImpl.queNProcessMsg SingleThreadStage<GroupCommMessageStage> | CommunicationGroup - Adding msg to que
2014-12-18 00:59:48,234 보다 미세 CommunicationGroupDriverImpl.queNProcessMsg SingleThreadStage<GroupCommMessageStage> | RETURN [CommunicationGroup - , Que & Process done for: , [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:CtrlSyncBroadcast]]
2014-12-18 00:59:48,234 가장 미세 reef.io.network.nggroup.impl.driver.CommunicationGroupDriverImpl.processMsg SingleThreadStage<GroupCommMessageStage> | CommunicationGroup - Released topologiesLock
2014-12-18 00:59:48,235 보다 미세 CommunicationGroupDriverImpl.processMsg SingleThreadStage<GroupCommMessageStage> | RETURN [CommunicationGroup - , ProcessMsg done for: , [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:CtrlSyncBroadcast]]
2014-12-18 00:59:48,235 보다 미세 TopologyMessageHandler.onNext SingleThreadStage<GroupCommMessageStage> | RETURN [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:CtrlSyncBroadcast]
2014-12-18 00:59:48,236 보다 미세 GroupCommMessageHandler.onNext SingleThreadStage<GroupCommMessageStage> | RETURN [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:CtrlSyncBroadcast]
2014-12-18 00:59:48,237 가장 미세 reef.wake.remote.transport.netty.AbstractNettyEventListener.channelRead org.apache.reef.wake.remote.transport.netty.NettyMessagingTransportServerWorker-pool-11-thread-1 | MessageEvent: local: /192.168.0.11:14644 remote: /192.168.0.11:45372 :: [B@1cd79eeb
2014-12-18 00:59:48,237 보다 미세 GroupCommMessageHandler.onNext SingleThreadStage<GroupCommMessageStage> | ENTRY [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:MessageVectorReduce]
2014-12-18 00:59:48,237 보다 미세 TopologyMessageHandler.onNext SingleThreadStage<GroupCommMessageStage> | ENTRY [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:MessageVectorReduce]
2014-12-18 00:59:48,238 보다 미세 CommunicationGroupDriverImpl.processMsg SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup -  [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:MessageVectorReduce]
2014-12-18 00:59:48,238 가장 미세 reef.io.network.nggroup.impl.driver.CommunicationGroupDriverImpl.processMsg SingleThreadStage<GroupCommMessageStage> | CommunicationGroup - ProcessMsg: [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:MessageVectorReduce]. Waiting to acquire topologiesLock
2014-12-18 00:59:48,238 가장 미세 reef.io.network.nggroup.impl.driver.CommunicationGroupDriverImpl.processMsg SingleThreadStage<GroupCommMessageStage> | CommunicationGroup - Acquired topologiesLock
2014-12-18 00:59:48,238 보다 미세 CommunicationGroupDriverImpl.isMsgVersionOk SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup -  [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:MessageVectorReduce]
2014-12-18 00:59:48,239 보다 미세 TreeTopology.getNodeVersion SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce -  ControllerTask
2014-12-18 00:59:48,239 보다 미세 TreeTopology.getNodeVersion SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce -  ControllerTask 0
2014-12-18 00:59:48,239 보다 미세 CommunicationGroupDriverImpl.isMsgVersionOk SingleThreadStage<GroupCommMessageStage> | RETURN [true, CommunicationGroup - , [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:MessageVectorReduce]]
2014-12-18 00:59:48,239 보다 미세 CommunicationGroupDriverImpl.queNProcessMsg SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup -  [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:MessageVectorReduce]
2014-12-18 00:59:48,240 가장 미세 reef.io.network.nggroup.impl.driver.CommunicationGroupDriverImpl.queNProcessMsg SingleThreadStage<GroupCommMessageStage> | CommunicationGroup - Adding msg to que
2014-12-18 00:59:48,240 가장 미세 reef.io.network.nggroup.impl.driver.CommunicationGroupDriverImpl.queNProcessMsg SingleThreadStage<GroupCommMessageStage> | CommunicationGroup - MsgQue for (ControllerTask:0,CmpTask-1:0,ChildAdded) contains ChildAdded msgs from: [MessageVectorReduce, CtrlSyncBroadcast, InitialTopoReduce]
2014-12-18 00:59:48,240 보다 미세 TreeTopology.onReceiptOfMessage SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce -  [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:MessageVectorReduce]
2014-12-18 00:59:48,240 보다 미세 TaskNodeImpl.onReceiptOfAcknowledgement SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) -  [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:MessageVectorReduce]
2014-12-18 00:59:48,241 보다 미세 TaskNodeStatusImpl.processMsg SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) -  [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:MessageVectorReduce]
2014-12-18 00:59:48,241 보다 미세 TaskNodeStatusImpl.processNeighborAcks SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:MessageVectorReduce]
2014-12-18 00:59:48,241 보다 미세 TaskNodeStatusImpl.updateNeighborStatus SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) -  ChildAdd CmpTask-1
2014-12-18 00:59:48,241 보다 미세 TaskNodeStatusImpl.updateNeighborStatus SingleThreadStage<GroupCommMessageStage> | RETURN [Ljava.lang.Object;@10026518
2014-12-18 00:59:48,241 보다 미세 TaskNodeStatusImpl.checkNeighborActiveToSendTopoSetup SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) -  CmpTask-1
2014-12-18 00:59:48,242 보다 미세 TaskNodeImpl.checkAndSendTopologySetupMessageFor SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) -  CmpTask-1
2014-12-18 00:59:48,242 보다 미세 TaskNodeImpl.findTask SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) -  CmpTask-1
2014-12-18 00:59:48,242 보다 미세 TaskNodeImpl.findChildTask SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) -  CmpTask-1
2014-12-18 00:59:48,242 보다 미세 TaskNodeImpl.findChildTask SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - (CmpTask-1,0)
2014-12-18 00:59:48,243 보다 미세 TaskNodeImpl.findTask SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - (CmpTask-1,0)
2014-12-18 00:59:48,243 보다 미세 TaskNodeImpl.checkAndSendTopologySetupMessage SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(CmpTask-1,0) - 
2014-12-18 00:59:48,243 보다 미세 TaskNodeImpl.parentActive SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(CmpTask-1,0) - 
2014-12-18 00:59:48,243 보다 미세 TaskNodeImpl.isNeighborActive SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(CmpTask-1,0) -  ControllerTask
2014-12-18 00:59:48,243 보다 미세 TaskNodeStatusImpl.isActive SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(CmpTask-1,0) -  ControllerTask
2014-12-18 00:59:48,243 보다 미세 TaskNodeStatusImpl.isActive SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(CmpTask-1,0) - false
2014-12-18 00:59:48,244 보다 미세 TaskNodeImpl.isNeighborActive SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(CmpTask-1,0) - false
2014-12-18 00:59:48,244 보다 미세 TaskNodeImpl.parentActive SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(CmpTask-1,0) - Neither root Nor is (ControllerTask,0) an active neghbor
2014-12-18 00:59:48,244 보다 미세 TaskNodeImpl.checkAndSendTopologySetupMessage SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(CmpTask-1,0) - 
2014-12-18 00:59:48,244 보다 미세 TaskNodeImpl.checkAndSendTopologySetupMessageFor SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - CmpTask-1
2014-12-18 00:59:48,244 보다 미세 TaskNodeStatusImpl.checkNeighborActiveToSendTopoSetup SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - CmpTask-1
2014-12-18 00:59:48,245 보다 미세 TaskNodeStatusImpl.chkAndSendTopoSetup SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) -  ChildAdd
2014-12-18 00:59:48,245 가장 미세 reef.io.network.nggroup.impl.driver.TaskNodeStatusImpl.chkIamActiveToSendTopoSetup SingleThreadStage<GroupCommMessageStage> | CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - Empty status map.
2014-12-18 00:59:48,245 보다 미세 TaskNodeImpl.checkAndSendTopologySetupMessage SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - 
2014-12-18 00:59:48,245 보다 미세 TaskNodeImpl.parentActive SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - 
2014-12-18 00:59:48,245 보다 미세 TaskNodeImpl.parentActive SingleThreadStage<GroupCommMessageStage> | RETURN [true, CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - , I am root. Will never have parent. So signalling active]
2014-12-18 00:59:48,246 보다 미세 TaskNodeImpl.activeNeighborOfParent SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - 
2014-12-18 00:59:48,246 보다 미세 TaskNodeImpl.activeNeighborOfParent SingleThreadStage<GroupCommMessageStage> | RETURN [true, CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - , I am root. Will never have parent. So signalling active]
2014-12-18 00:59:48,246 보다 미세 TaskNodeImpl.allChildrenActive SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - 
2014-12-18 00:59:48,246 보다 미세 TaskNodeImpl.isRunning SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(CmpTask-0,0) - 
2014-12-18 00:59:48,246 보다 미세 TaskNodeImpl.isRunning SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(CmpTask-0,0) - true
2014-12-18 00:59:48,246 보다 미세 TaskNodeImpl.isNeighborActive SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) -  CmpTask-0
2014-12-18 00:59:48,246 보다 미세 TaskNodeStatusImpl.isActive SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) -  CmpTask-0
2014-12-18 00:59:48,247 보다 미세 TaskNodeStatusImpl.isActive SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - true
2014-12-18 00:59:48,247 보다 미세 TaskNodeImpl.isNeighborActive SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - true
2014-12-18 00:59:48,247 보다 미세 TaskNodeImpl.isRunning SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(CmpTask-1,0) - 
2014-12-18 00:59:48,247 보다 미세 TaskNodeImpl.isRunning SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(CmpTask-1,0) - true
2014-12-18 00:59:48,247 보다 미세 TaskNodeImpl.isNeighborActive SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) -  CmpTask-1
2014-12-18 00:59:48,247 보다 미세 TaskNodeStatusImpl.isActive SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) -  CmpTask-1
2014-12-18 00:59:48,247 보다 미세 TaskNodeStatusImpl.isActive SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - true
2014-12-18 00:59:48,248 보다 미세 TaskNodeImpl.isNeighborActive SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - true
2014-12-18 00:59:48,248 보다 미세 TaskNodeImpl.allChildrenActive SingleThreadStage<GroupCommMessageStage> | RETURN [true, CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - , All children active]
2014-12-18 00:59:48,248 보다 미세 TaskNodeImpl.activeNeighborOfAllChildren SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - 
2014-12-18 00:59:48,248 보다 미세 TaskNodeImpl.isRunning SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(CmpTask-0,0) - 
2014-12-18 00:59:48,248 보다 미세 TaskNodeImpl.isRunning SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(CmpTask-0,0) - true
2014-12-18 00:59:48,249 보다 미세 TaskNodeImpl.isNeighborActive SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(CmpTask-0,0) -  ControllerTask
2014-12-18 00:59:48,249 보다 미세 TaskNodeStatusImpl.isActive SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:MessageVectorReduce:(CmpTask-0,0) -  ControllerTask
2014-12-18 00:59:48,249 보다 미세 TaskNodeStatusImpl.isActive SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(CmpTask-0,0) - false
2014-12-18 00:59:48,249 보다 미세 TaskNodeImpl.isNeighborActive SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(CmpTask-0,0) - false
2014-12-18 00:59:48,249 보다 미세 TaskNodeImpl.activeNeighborOfAllChildren SingleThreadStage<GroupCommMessageStage> | RETURN [false, CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - , Not an active neighbor of child , (CmpTask-0,0)]
2014-12-18 00:59:48,250 보다 미세 TaskNodeImpl.checkAndSendTopologySetupMessage SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - 
2014-12-18 00:59:48,250 보다 미세 TaskNodeStatusImpl.chkAndSendTopoSetup SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - ChildAdd
2014-12-18 00:59:48,250 보다 미세 TaskNodeStatusImpl.processNeighborAcks SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:MessageVectorReduce]
2014-12-18 00:59:48,250 보다 미세 TaskNodeStatusImpl.processMsg SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - 
2014-12-18 00:59:48,250 보다 미세 TaskNodeImpl.onReceiptOfAcknowledgement SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce:(ControllerTask,0) - [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:MessageVectorReduce]
2014-12-18 00:59:48,251 보다 미세 TreeTopology.onReceiptOfMessage SingleThreadStage<GroupCommMessageStage> | RETURN CommunicationGroup:MessageVectorReduce - [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:MessageVectorReduce]
2014-12-18 00:59:48,251 보다 미세 TreeTopology.onReceiptOfMessage SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:CtrlSyncBroadcast -  [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:CtrlSyncBroadcast]
2014-12-18 00:59:48,251 보다 미세 TaskNodeImpl.onReceiptOfAcknowledgement SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:CtrlSyncBroadcast:(ControllerTask,0) -  [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:CtrlSyncBroadcast]
2014-12-18 00:59:48,251 보다 미세 TaskNodeStatusImpl.processMsg SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:CtrlSyncBroadcast:(ControllerTask,0) -  [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:CtrlSyncBroadcast]
2014-12-18 00:59:48,251 보다 미세 TaskNodeStatusImpl.processNeighborAcks SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:CtrlSyncBroadcast:(ControllerTask,0) - [ChildAdded from (ControllerTask,0) to (CmpTask-1,0) for CommunicationGroup:CtrlSyncBroadcast]
2014-12-18 00:59:48,252 보다 미세 TaskNodeStatusImpl.updateNeighborStatus SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:CtrlSyncBroadcast:(ControllerTask,0) -  ChildAdd CmpTask-1
2014-12-18 00:59:48,252 보다 미세 TaskNodeStatusImpl.updateNeighborStatus SingleThreadStage<GroupCommMessageStage> | RETURN [Ljava.lang.Object;@d3b12de
2014-12-18 00:59:48,252 보다 미세 TaskNodeStatusImpl.checkNeighborActiveToSendTopoSetup SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:CtrlSyncBroadcast:(ControllerTask,0) -  CmpTask-1
2014-12-18 00:59:48,253 정보 reef.io.network.naming.NameLookupClient.remoteLookup SrcCtrlMsgSender-pool-16-thread-4 | Looking up CmpTask-1 on NameServer /192.168.0.11:10460
2014-12-18 00:59:48,253 미세 reef.wake.remote.transport.netty.NettyMessagingTransport.open SrcCtrlMsgSender-pool-16-thread-4 | Link localAddr: /192.168.0.11:37928 remoteAddr: /192.168.0.11:10460 for /192.168.0.11:10460 found
2014-12-18 00:59:48,253 가장 미세 reef.wake.remote.transport.netty.NettyLink.write SrcCtrlMsgSender-pool-16-thread-4 | write [id: 0xc2aaf63e, /192.168.0.11:37928 => /192.168.0.11:10460] org.apache.reef.io.network.naming.serialization.NamingLookupRequest@2153b39b
2014-12-18 00:59:48,254 보다 미세 TaskNodeImpl.checkAndSendTopologySetupMessageFor SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:CtrlSyncBroadcast:(ControllerTask,0) -  CmpTask-1
2014-12-18 00:59:48,254 보다 미세 TaskNodeImpl.findTask SingleThreadStage<GroupCommMessageStage> | ENTRY CommunicationGroup:CtrlSyncBroadcast:(ControllerTask,0) -  CmpTask-1
